action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,month,time_remaining,home_play
Jump Shot,Jump Shot,"(188.24, 208.16]","(-10.6, 22.8]",3,0,2000-01,19,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,11,175,0
Jump Shot,Jump Shot,"(68.72, 88.64]","(223.2, 256.6]",3,0,2000-01,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAC,11,1,0
Jump Shot,Jump Shot,"(8.96, 28.88]","(223.2, 256.6]",4,0,2000-01,24,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SAC,11,558,0
Jump Shot,Jump Shot,"(-110.56, -90.64]","(223.2, 256.6]",4,0,2000-01,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAC,11,343,0
Jump Shot,Jump Shot,"(-50.8, -30.88]","(223.2, 256.6]",4,0,2000-01,24,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SAC,11,2,0
Jump Shot,Jump Shot,"(-10.96, 8.96]","(89.6, 123.0]",5,0,2000-01,9,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAC,11,125,0
Jump Shot,Jump Shot,"(8.96, 28.88]","(89.6, 123.0]",5,0,2000-01,10,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAC,11,127,0
Jump Shot,Jump Shot,"(-90.64, -70.72]","(189.8, 223.2]",5,0,2000-01,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAC,11,24,0
Jump Shot,Jump Shot,"(-90.64, -70.72]","(156.4, 189.8]",1,0,2000-01,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DEN,11,605,0
Jump Shot,Jump Shot,"(168.32, 188.24]","(156.4, 189.8]",1,0,2000-01,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,11,547,0
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,11,495,0
Jump Shot,Jump Shot,"(-130.48, -110.56]","(123.0, 156.4]",1,0,2000-01,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DEN,11,262,0
Alley Oop Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,11,249,0
Jump Shot,Jump Shot,"(-10.96, 8.96]","(89.6, 123.0]",2,0,2000-01,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DEN,11,679,0
Jump Shot,Jump Shot,"(108.56, 128.48]","(156.4, 189.8]",2,0,2000-01,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DEN,11,411,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(189.8, 223.2]",2,0,2000-01,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,11,371,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(-10.6, 22.8]",2,0,2000-01,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DEN,11,21,0
Jump Shot,Jump Shot,"(-170.32, -150.4]","(223.2, 256.6]",3,0,2000-01,29,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,11,677,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(-10.6, 22.8]",3,0,2000-01,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DEN,11,515,0
Jump Shot,Jump Shot,"(-10.96, 8.96]","(123.0, 156.4]",3,0,2000-01,15,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,DEN,11,384,0
Jump Shot,Jump Shot,"(-190.24, -170.32]","(-10.6, 22.8]",3,0,2000-01,18,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DEN,11,301,0
Jump Shot,Jump Shot,"(228.08, 248.0]","(-10.6, 22.8]",3,0,2000-01,23,1.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,DEN,11,201,0
Jump Shot,Jump Shot,"(-230.08, -210.16]","(-10.6, 22.8]",3,0,2000-01,22,1.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,DEN,11,47,0
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,11,670,0
Reverse Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,11,430,0
Jump Shot,Jump Shot,"(28.88, 48.8]","(56.2, 89.6]",4,0,2000-01,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DEN,11,78,0
Jump Shot,Jump Shot,"(-50.8, -30.88]","(56.2, 89.6]",4,0,2000-01,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DEN,11,46,0
Jump Shot,Jump Shot,"(8.96, 28.88]","(223.2, 256.6]",1,0,2000-01,24,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,CHI,11,543,1
Jump Shot,Jump Shot,"(-10.96, 8.96]","(89.6, 123.0]",1,0,2000-01,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,CHI,11,370,1
Slam Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,11,190,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,11,13,1
Slam Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,11,444,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(123.0, 156.4]",2,0,2000-01,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CHI,11,363,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(156.4, 189.8]",2,0,2000-01,23,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CHI,11,44,1
Slam Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,11,684,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,11,619,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(156.4, 189.8]",3,0,2000-01,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CHI,11,585,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(123.0, 156.4]",3,0,2000-01,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CHI,11,442,1
Jump Shot,Jump Shot,"(28.88, 48.8]","(123.0, 156.4]",3,0,2000-01,12,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,CHI,11,403,1
Running Jump Shot,Jump Shot,"(-70.72, -50.8]","(89.6, 123.0]",3,0,2000-01,11,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,CHI,11,295,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,11,94,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(223.2, 256.6]",4,0,2000-01,27,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHI,11,673,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(156.4, 189.8]",4,0,2000-01,22,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,CHI,11,652,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,11,612,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,11,608,1
Running Jump Shot,Jump Shot,"(-30.88, -10.96]","(56.2, 89.6]",4,0,2000-01,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,CHI,11,140,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(89.6, 123.0]",4,0,2000-01,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,CHI,11,97,1
Jump Shot,Jump Shot,"(-210.16, -190.24]","(-44.835, -10.6]",4,0,2000-01,21,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,CHI,11,31,1
Jump Shot,Jump Shot,"(-110.56, -90.64]","(123.0, 156.4]",1,0,2000-01,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,GSW,11,605,1
Jump Shot,Jump Shot,"(-50.8, -30.88]","(156.4, 189.8]",1,0,2000-01,18,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,GSW,11,480,1
Jump Shot,Jump Shot,"(-90.64, -70.72]","(223.2, 256.6]",1,0,2000-01,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,GSW,11,298,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,11,156,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,11,140,1
Slam Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,11,128,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(223.2, 256.6]",1,0,2000-01,26,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,GSW,11,103,1
Alley Oop Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,11,617,1
Jump Shot,Jump Shot,"(-70.72, -50.8]","(156.4, 189.8]",2,0,2000-01,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,GSW,11,556,1
Alley Oop Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,11,214,1
Jump Shot,Jump Shot,"(48.8, 68.72]","(156.4, 189.8]",2,0,2000-01,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,GSW,11,150,1
Driving Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,11,592,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,11,552,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(223.2, 256.6]",3,0,2000-01,26,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,GSW,11,391,1
Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,11,369,1
Turnaround Jump Shot,Jump Shot,"(148.4, 168.32]","(-10.6, 22.8]",3,0,2000-01,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,GSW,11,320,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,11,126,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,11,120,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,11,86,1
Jump Shot,Jump Shot,"(48.8, 68.72]","(22.8, 56.2]",1,0,2000-01,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,11,633,1
Running Jump Shot,Jump Shot,"(-110.56, -90.64]","(-10.6, 22.8]",1,0,2000-01,10,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,11,453,1
Reverse Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,11,352,1
Jump Shot,Jump Shot,"(48.8, 68.72]","(89.6, 123.0]",1,0,2000-01,11,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,MIN,11,236,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(-10.6, 22.8]",1,0,2000-01,13,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,11,64,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(-10.6, 22.8]",3,0,2000-01,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,11,653,1
Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,11,585,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(123.0, 156.4]",3,0,2000-01,20,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,11,384,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,11,358,1
Jump Shot,Jump Shot,"(228.08, 248.0]","(22.8, 56.2]",3,0,2000-01,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,MIN,11,162,1
Jump Shot,Jump Shot,"(8.96, 28.88]","(156.4, 189.8]",3,0,2000-01,17,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,MIN,11,21,1
Jump Shot,Jump Shot,"(168.32, 188.24]","(156.4, 189.8]",4,0,2000-01,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,11,698,1
Running Jump Shot,Jump Shot,"(108.56, 128.48]","(56.2, 89.6]",4,0,2000-01,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,11,590,1
Turnaround Jump Shot,Jump Shot,"(8.96, 28.88]","(56.2, 89.6]",4,0,2000-01,9,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MIN,11,576,1
Jump Shot,Jump Shot,"(-90.64, -70.72]","(189.8, 223.2]",4,0,2000-01,22,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,11,450,1
Running Jump Shot,Jump Shot,"(-130.48, -110.56]","(123.0, 156.4]",4,0,2000-01,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,11,324,1
Running Jump Shot,Jump Shot,"(-10.96, 8.96]","(89.6, 123.0]",1,0,2000-01,11,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,LAC,11,625,0
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,11,434,0
Jump Shot,Jump Shot,"(108.56, 128.48]","(56.2, 89.6]",1,0,2000-01,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,LAC,11,377,0
Jump Shot,Jump Shot,"(-150.4, -130.48]","(189.8, 223.2]",1,0,2000-01,26,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,LAC,11,344,0
Jump Shot,Jump Shot,"(68.72, 88.64]","(123.0, 156.4]",2,0,2000-01,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,LAC,11,438,0
Running Jump Shot,Jump Shot,"(-10.96, 8.96]","(56.2, 89.6]",2,0,2000-01,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,LAC,11,395,0
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,11,128,0
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,11,99,0
Jump Shot,Jump Shot,"(128.48, 148.4]","(189.8, 223.2]",2,0,2000-01,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,LAC,11,36,0
Jump Shot,Jump Shot,"(-70.72, -50.8]","(156.4, 189.8]",3,0,2000-01,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,LAC,11,684,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(256.6, 290.0]",3,0,2000-01,27,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,LAC,11,440,0
Turnaround Jump Shot,Jump Shot,"(-50.8, -30.88]","(56.2, 89.6]",3,0,2000-01,9,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,LAC,11,293,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(189.8, 223.2]",3,0,2000-01,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,LAC,11,222,0
Alley Oop Layup shot,Layup,"(-70.72, -50.8]","(-10.6, 22.8]",3,0,2000-01,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,LAC,11,135,0
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,11,54,0
Jump Shot,Jump Shot,"(188.24, 208.16]","(-10.6, 22.8]",4,0,2000-01,20,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,LAC,11,667,0
Jump Shot,Jump Shot,"(228.08, 248.0]","(22.8, 56.2]",1,0,2000-01,24,1.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,IND,11,582,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(223.2, 256.6]",1,0,2000-01,26,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,IND,11,300,1
Jump Shot,Jump Shot,"(-170.32, -150.4]","(123.0, 156.4]",1,0,2000-01,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,IND,11,210,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(89.6, 123.0]",2,0,2000-01,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,IND,11,668,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(123.0, 156.4]",2,0,2000-01,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,IND,11,520,1
Jump Shot,Jump Shot,"(168.32, 188.24]","(-10.6, 22.8]",2,0,2000-01,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,IND,11,227,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,IND,11,174,1
Slam Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,IND,11,502,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(223.2, 256.6]",3,0,2000-01,28,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,IND,11,442,1
Jump Shot,Jump Shot,"(-50.8, -30.88]","(56.2, 89.6]",3,0,2000-01,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,IND,11,412,1
Jump Shot,Jump Shot,"(-30.88, -10.96]","(22.8, 56.2]",3,0,2000-01,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,IND,11,408,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(89.6, 123.0]",3,0,2000-01,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,IND,11,298,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,IND,11,243,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(156.4, 189.8]",3,0,2000-01,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,IND,11,198,1
Jump Shot,Jump Shot,"(-110.56, -90.64]","(-10.6, 22.8]",3,0,2000-01,9,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,IND,11,177,1
Running Jump Shot,Jump Shot,"(-130.48, -110.56]","(123.0, 156.4]",3,0,2000-01,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,IND,11,139,1
Running Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,IND,11,75,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(390.2, 423.6]",3,0,2000-01,42,0.0,3PT Field Goal,Back Court(BC),Above the Break 3,Back Court Shot,IND,11,0,1
Jump Shot,Jump Shot,"(-70.72, -50.8]","(123.0, 156.4]",4,0,2000-01,15,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,IND,11,632,1
Jump Shot,Jump Shot,"(-170.32, -150.4]","(223.2, 256.6]",4,0,2000-01,27,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,IND,11,606,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(-10.6, 22.8]",1,0,2000-01,13,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SEA,11,659,0
Jump Shot,Jump Shot,"(-130.48, -110.56]","(-10.6, 22.8]",1,0,2000-01,12,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SEA,11,517,0
Jump Shot,Jump Shot,"(-110.56, -90.64]","(89.6, 123.0]",1,0,2000-01,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SEA,11,430,0
Running Jump Shot,Jump Shot,"(-30.88, -10.96]","(-10.6, 22.8]",1,0,2000-01,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,11,48,0
Jump Shot,Jump Shot,"(-50.8, -30.88]","(223.2, 256.6]",1,0,2000-01,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SEA,11,24,0
Jump Shot,Jump Shot,"(-150.4, -130.48]","(457.0, 490.4]",1,0,2000-01,48,0.0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,SEA,11,0,0
Layup Shot,Layup,"(-30.88, -10.96]","(-10.6, 22.8]",2,0,2000-01,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,11,708,0
Jump Shot,Jump Shot,"(-50.8, -30.88]","(-10.6, 22.8]",2,0,2000-01,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,11,540,0
Jump Shot,Jump Shot,"(-50.8, -30.88]","(-10.6, 22.8]",2,0,2000-01,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,11,114,0
Slam Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,11,577,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(189.8, 223.2]",3,0,2000-01,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SEA,11,546,0
Slam Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,11,422,0
Jump Shot,Jump Shot,"(48.8, 68.72]","(156.4, 189.8]",3,0,2000-01,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SEA,11,225,0
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,11,88,0
Jump Shot,Jump Shot,"(-90.64, -70.72]","(223.2, 256.6]",1,0,2000-01,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,12,574,1
Jump Shot,Jump Shot,"(168.32, 188.24]","(56.2, 89.6]",1,0,2000-01,18,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAS,12,448,1
Jump Shot,Jump Shot,"(-50.8, -30.88]","(22.8, 56.2]",1,0,2000-01,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAS,12,395,1
Jump Shot,Jump Shot,"(-90.64, -70.72]","(156.4, 189.8]",1,0,2000-01,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAS,12,330,1
Jump Shot,Jump Shot,"(-90.64, -70.72]","(22.8, 56.2]",1,0,2000-01,8,0.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,SAS,12,290,1
Driving Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,12,244,1
Jump Shot,Jump Shot,"(8.96, 28.88]","(123.0, 156.4]",1,0,2000-01,14,0.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,SAS,12,153,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(22.8, 56.2]",1,0,2000-01,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAS,12,120,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,12,7,1
Jump Shot,Jump Shot,"(-170.32, -150.4]","(-44.835, -10.6]",2,0,2000-01,17,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,SAS,12,280,1
Running Jump Shot,Jump Shot,"(148.4, 168.32]","(89.6, 123.0]",2,0,2000-01,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAS,12,254,1
